Name,AtEventIndex,EdgeCount,EdgeDelete,Latency,AlgTimeSinceLast,CurrentRuntime
0,21153358,14107,21139252,145218814,4554593,108992855976
0,21184542,15683,21168860,148212583,5237961,109197663824
0,21214065,14748,21199318,134172660,2735713,109405219524
0,21240501,13443,21227059,126529882,3126376,109588143835
0,21268095,13772,21254324,85272119,3264847,109776550531
0,21296413,14367,21282047,459360952,7926908,109936261382
0,21333621,20838,21312784,148078371,5748577,110459195528
0,21372540,19241,21353300,230728821,3913491,110668102027
0,21406865,16174,21390692,184126399,5272189,110969333922
0,21438689,17073,21421617,193972782,4565560,111234388926
0,21477426,20309,21457118,234338105,6681330,111499717568
0,21517638,20245,21497394,230458169,7129909,111793499486
0,21553535,17617,21535919,268662846,4600760,112085315305
0,21591204,19323,21571882,232797213,9653784,112447243706
0,21629001,18369,21610633,196921474,3700795,112764147411
0,21664150,16531,21647620,262641898,2687480,113019728636
0,21699650,18287,21681364,207302117,8897913,113355490516
0,21733354,16776,21716579,177720759,4427963,113633197347
0,21770646,18571,21752076,116326338,3206700,113878670345
0,21807347,17773,21789575,107162443,4719995,114058870022
0,21842974,17743,21825232,110888070,3884978,114227231419
0,21880609,18766,21861844,124055367,5476448,114400406304
0,21915467,16469,21898999,123662485,3688435,114583621292
0,21945628,14806,21930823,119773210,2606907,114771197428
0,21973319,13393,21959927,94794930,5087214,114957896835
0,22002221,14883,21987339,96422072,4376409,115115148194
0,22028289,12275,22016015,79548691,4465828,115274623512
0,22053781,12640,22041142,66651289,2777662,115411210131
0,22082069,14974,22067096,70344739,3337854,115534650718
0,22109552,13165,22096388,77702355,3670026,115665186336
0,22136832,13869,22122964,77618600,3647930,115805673647
0,22168365,16880,22151486,88449173,4499567,115945855551
0,22199242,14999,22184244,106065124,3916476,116099531575
0,22229196,15167,22214030,102935323,3849241,116272825368
0,22260250,15531,22244720,113018753,2341100,116437034946
0,22290104,15393,22274712,108072618,1107514,116611777155
