Name,AtEventIndex,EdgeCount,EdgeDelete,Latency,AlgTimeSinceLast,CurrentRuntime
0,72099978,72099979,0,110948797,9730182,93983709233
0,72286727,72286728,0,103512841,7879408,94769848574
0,72457916,72457917,0,144453191,9203333,95492293960
0,72635193,72635194,0,121551070,8548636,96255741103
0,72809835,72809836,0,148475270,6843874,96964623932
0,72963474,72963475,0,113927421,5729711,97709707954
0,73136879,73136880,0,205521433,16093096,98468965308
0,73305149,73305150,0,122240889,9136550,99248451174
0,73510564,73510565,0,128204430,7238730,100085550011
0,73714224,73714225,0,121047890,10119060,100785203572
0,73910955,73910956,0,160748954,10736672,101506263588
0,74116544,74116545,0,201995058,8188859,102443886770
0,74353624,74353625,0,119011447,9330187,103270623073
0,74605179,74605180,0,133435492,11129466,103969011120
0,74816636,74816637,0,125880372,8350660,104680552478
0,75048632,75048633,0,141312243,9589623,105377985695
0,75282132,75282133,0,154137544,10436570,106134594571
0,75503813,75503814,0,131873984,9532166,106941286033
0,75737902,75737903,0,183429717,9912637,107725997121
0,75987328,75987329,0,174916299,8326835,108427575716
0,76217506,76217507,0,146169674,120668020,109298885310
0,76454495,76454496,0,99327203,8744130,109996546091
0,76682617,76682618,0,177522244,7100898,110547610313
0,76922742,76922743,0,130502026,10966767,111219590494
0,77156353,77156354,0,137806837,8841527,111900498467
0,77381027,77381028,0,115756789,8242149,112613672287
0,77598243,77598244,0,123453677,8471025,113184999534
0,77809157,77809158,0,125183233,7805589,113878404796
0,78011340,78011341,0,90423450,7328192,114572366368
0,78210363,78210364,0,157052991,8370627,115303120302
0,78433322,78433323,0,148128264,10654828,116105324432
0,78661070,78661071,0,121868091,7451859,116880028566
0,78877965,78877966,0,138684850,10400261,117815899259
0,79101817,79101818,0,152451286,9533139,118720543372
0,79325615,79325616,0,130260593,8517674,119502100701
0,79549745,79549746,0,187262449,9817877,120506368037
0,79778531,79778532,0,155840931,9429611,121319890486
0,80017107,80017108,0,161573617,9329447,122017824586
